product_id,name,brand,category,price,stock,rating
437,Breakout Jacket,Breakout,Jacket,2328,131,3.8
438,Ideas Jeans,Ideas,Jeans,1909,132,4.6
439,J. Trouser,J.,Trouser,5259,45,4.2
440,J. Jacket,J.,Jacket,7127,108,4.6
441,J. Hoodie,J.,Hoodie,6372,129,4.4
442,Ideas Hoodie,Ideas,Hoodie,5384,171,4.2
443,Ideas Jeans,Ideas,Jeans,7102,128,4.5
444,Outfitters Jacket,Outfitters,Jacket,6919,93,4.5
445,Bonanza Kurta,Bonanza,Kurta,3403,172,4.7
446,Levis Shirt,Levis,Shirt,6141,184,4.4
447,Bonanza Jeans,Bonanza,Jeans,3634,95,4.1
448,Ideas Shirt,Ideas,Shirt,3551,109,4.4
449,Khaadi Hoodie,Khaadi,Hoodie,1687,28,4.7
450,Breakout Trouser,Breakout,Trouser,2750,67,4.1
451,Outfitters Jeans,Outfitters,Jeans,8091,64,4.9
452,Levis T-Shirt,Levis,T-Shirt,6420,54,3.9
453,Bonanza Trouser,Bonanza,Trouser,2050,121,4.5
454,Gul Ahmed Jacket,Gul Ahmed,Jacket,2551,98,4.3
455,Gul Ahmed Jeans,Gul Ahmed,Jeans,5948,173,4.7
456,Khaadi T-Shirt,Khaadi,T-Shirt,7621,168,4.5
457,Outfitters Trouser,Outfitters,Trouser,6827,91,4.9
458,Ideas Hoodie,Ideas,Hoodie,2192,142,4.9
459,J. Jacket,J.,Jacket,8268,36,3.9
460,Gul Ahmed Jeans,Gul Ahmed,Jeans,5785,96,4.6
461,Khaadi T-Shirt,Khaadi,T-Shirt,4848,183,3.8
462,Ideas T-Shirt,Ideas,T-Shirt,1780,28,4.1
463,Levis Jacket,Levis,Jacket,2317,118,5.0
464,Outfitters Hoodie,Outfitters,Hoodie,7786,54,4.2
465,Levis T-Shirt,Levis,T-Shirt,3923,106,4.5
466,Khaadi Shirt,Khaadi,Shirt,7323,78,4.2
467,Outfitters T-Shirt,Outfitters,T-Shirt,8047,64,4.8
468,Outfitters Shirt,Outfitters,Shirt,5625,126,3.7
469,Breakout Jeans,Breakout,Jeans,1516,157,4.1
470,Bonanza T-Shirt,Bonanza,T-Shirt,3477,138,3.7
471,Outfitters Jeans,Outfitters,Jeans,2395,114,4.0
472,Levis Trouser,Levis,Trouser,1716,68,4.8
473,Breakout T-Shirt,Breakout,T-Shirt,7406,189,3.6
474,Gul Ahmed Kurta,Gul Ahmed,Kurta,7709,41,3.9
475,Khaadi Jacket,Khaadi,Jacket,6634,182,4.6
476,Ideas Jacket,Ideas,Jacket,4932,156,4.7
477,Bonanza Shirt,Bonanza,Shirt,3154,17,4.4
478,Khaadi T-Shirt,Khaadi,T-Shirt,6978,73,4.2
479,Gul Ahmed Jacket,Gul Ahmed,Jacket,3885,73,4.4
480,Bonanza Hoodie,Bonanza,Hoodie,5455,152,4.9
481,Ideas Kurta,Ideas,Kurta,2054,115,4.5
482,Bonanza Trouser,Bonanza,Trouser,4638,77,3.7
483,Bonanza Jacket,Bonanza,Jacket,1648,77,3.6
484,Outfitters Trouser,Outfitters,Trouser,4812,54,4.1
485,J. Trouser,J.,Trouser,5621,137,3.7
486,Bonanza Shirt,Bonanza,Shirt,4178,153,4.6
487,Bonanza Trouser,Bonanza,Trouser,6129,153,3.6
488,Khaadi Jeans,Khaadi,Jeans,2509,91,4.3
489,Breakout Shirt,Breakout,Shirt,3255,75,4.0
490,Levis Jeans,Levis,Jeans,3878,36,4.9
491,Breakout Jeans,Breakout,Jeans,2994,93,4.8
492,Bonanza Jeans,Bonanza,Jeans,8425,80,3.7
493,Outfitters T-Shirt,Outfitters,T-Shirt,7916,91,3.9
494,Khaadi Shirt,Khaadi,Shirt,3758,156,4.0
495,Khaadi Hoodie,Khaadi,Hoodie,4366,134,3.7
496,Levis Kurta,Levis,Kurta,7860,85,4.4
497,Levis T-Shirt,Levis,T-Shirt,7520,117,4.8
498,Outfitters Hoodie,Outfitters,Hoodie,4197,167,4.4
499,Bonanza Hoodie,Bonanza,Hoodie,1613,106,4.0
500,Khaadi Kurta,Khaadi,Kurta,1767,70,4.8
